nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01 4.000394815024566064e-01
4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01 4.000789805463877968e-01
4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01 4.001185166565052187e-01
4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01 4.001581094308230280e-01
4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01 4.001977785796151377e-01
4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01 4.002375439648452882e-01
4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01 4.002774256402385489e-01
4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01 4.003174438921690559e-01
4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01 4.003576192815405665e-01
